mode,n,wall_sec_mean,wall_sec_sd,qps_mean,qps_sd,final_accuracy_mean,final_accuracy_sd,eval_samples_mean,eval_samples_sd,max_cycle_p99_ms_mean,max_cycle_p99_ms_sd,wall_cv_pct
fully_parallel,3,34.482295184318595,0.8047457561633015,1450.5526430004475,34.26810196504751,0.26036666666666664,0.01917324524782733,30000.0,0.0,5.432039101918539,0.08371531466894042,2.33379405826
adaptocl,3,36.55418130964972,4.65598303580648,1381.755456590838,163.9647984409188,0.3060333333333333,0.040539651371630396,26666.666666666668,5773.502691896258,4.694026311238608,0.7009158247559721,12.7372105433459
freshness,3,34.04982120772669,1.075327168903432,1469.4309165740904,47.23274627390604,0.26036666666666664,0.01917324524782733,63333.333333333336,5773.502691896258,4.99212106068929,0.6923440968593656,3.1580993108398925
