case,mode,seed,model,epochs,wall_sec,training_samples_per_wall_sec,final_accuracy,model_hash,trace_hash,pair_match,load_start,load_end,return_code,valid,log,requests,unique_samples,dropped,miss_rate,p50_ms,p95_ms,p99_ms,goodput,stream_seconds,train_completion_seconds,online_accuracy,max_train_pause_seconds,train_updates,controller_seconds,decisions,guard_overrides,neural_parameters,neural_updates
longer,fifo,101,resnet20,2,48.983631598064676,2041.4982870308652,0.3823,89725a2b35837cd48a4f28871f4c6d8052009901f47a6a86df55fb0076d68f32,20bbae7fab9c320ec95eff30ce71da582d1fd50ba3b57a75519c59dc87800a9e,True,3.81,4.39,0,True,longer_fifo_seed101.log,6000,6000,0,0.019333333333333313,11.50095472537771,31.925695085510466,146.34749417983593,196.01916305657528,30.017473333980888,39.97976653999649,0.2435,0.3590792450122535,1580,0.41216138273011893,1801,0,0,0
