mode,n,wall_sec_mean,wall_sec_sd,qps_mean,qps_sd,final_accuracy_mean,final_accuracy_sd,eval_samples_mean,eval_samples_sd,max_cycle_p99_ms_mean,max_cycle_p99_ms_sd,wall_cv_pct
fully_parallel,3,45.55953004599238,1.185221697834262,1097.9663354830332,28.89501781983315,0.4998666666666667,0.023533876292131165,50000.0,0.0,2.5800132751464875,0.15933470183331058,2.601479200153688
freshness_adaptive,3,46.95252546897003,3.01977010526085,1067.8863942575058,69.56627953614516,0.49993333333333334,0.023400071224962845,100000.0,0.0,5.816470781962076,0.6476985054242864,6.431539251826942
