model_hash,train_seconds,mode,seed,wall_sec,qps,final_accuracy,eval_cycles,eval_samples,final_p99_ms,max_cycle_p99_ms,return_code,valid,log
17b615ec468bb5474820c0344d64d7baaba1d2a025028b97812892e1a6702d98,22.983308792114258,fully_parallel,11,39.97176176705398,1250.8830681866923,0.4733,4,40000,1.3846659660339355,2.832460403442383,0,True,fully_parallel_seed11.log
17b615ec468bb5474820c0344d64d7baaba1d2a025028b97812892e1a6702d98,26.512965202331543,boundary_fixed,11,50.05279166495893,998.9452803089924,0.4733,10,100000,1.1694288253784182,1.3448953628540063,0,True,boundary_fixed_seed11.log
17b615ec468bb5474820c0344d64d7baaba1d2a025028b97812892e1a6702d98,27.32987332344055,boundary,11,45.64101261505857,1095.5059306353612,0.4735,10,100000,1.933603286743164,4.811205863952637,0,True,boundary_seed11.log
